분류,프로젝트 종류,프로젝트 시작,제목,미추진 사유,상세 내용,제안의시작,주요제안(문제정의),해결방안,공감투표 참여안내,참고자료,링크
환경,기간종료,2021-12-12,제주도 내 재활용 확대를 위한 재활용 보상제,,,".. 제안의 시작 (문제정의).				일회용품 사용증가, 관광객 증가 등으로 제주도 내 쓰레기가 포화상태에 이르름. 이러한 문제를 해결하기 위해 쓰레기 분리수거 참여를 높이기 위해 고안됨...",,,,,https://jejudsi.kr/issue/RvgQ
환경,기간종료,2021-12-07,무단 취식 및 무단 음주로 인한 해양쓰레기 문제,,,".. 제안의 시작 (문제정의).				돗자리가 필요한 방문객에게 돗자리 대여와 종량제 봉투도 함께 판매하는 자판기 개념으로 재활용 도움센터와 근접하게 하여 접급성을 편하게 하여 분리수거를 할수있도록 도와 준다.무단 취식 및 무단 음주로 인한 해양쓰레기..		.",,,,,https://jejudsi.kr/issue/1WxK
환경,기간종료,2021-11-23,분리수거장 위치지도 어플,,,".. 제안의 시작 (문제정의).				분리수거장 찾는게 너무 어려워요!!.그래서 쓰레기를 집으로 가져와서 자주 버립니다..불편해요!!.관광객은 더 불편하지 않을까요?항상 쓰레기를 집에 가져와서 버리시나요?.낯선 지역에가면 쓰레기를 버릴 곳 찾기가 어렵습니다.관광객들은 그래서 아무데나 쓰레기를 버리나봅니다.그래서 분리수거장을 쉽게 확인 할 수 있는제주도 분리수거장 지도 어플을 제안합니다...",,,,,https://jejudsi.kr/issue/LjYK
환경,기간종료,2021-09-29,제주 캐릭터 수집기능을 동반한 제로웨이스트 챌린지 어플리케이션,,,".. 제안의 시작 (문제정의).				[제주도의 제로웨이스트(zero waste) 필요성].코로나19의 영향으로 제주도행 휴가를 선택하는 사람이 증가. 2021년 8월 10일 제주도에 따르면 하루 20~30톤씩 제주환경자원순환센터로 반입되던 사업장 폐기물이 최근에는 70~80톤으로 처리 물량이 크게 증가함.(제주의소리. 2021) 제주도 관광지의 음식점, 카페 등의 소비는 매장이용이 아닌 테이크아웃, 배달 이용객 증가. 이로 인해 플라스틱 폐기물 배출량이 늘어나 환경을 해칠 수 있다는 우려 제기됨...이런 사회적 흐름에 따라 제주도민들의 제로웨이스트에 대한 관심은 자연스럽게 증가..- 일회용 플라스틱 줄이기를 실천하는 가게들과 업무협약을 체결하는 가게들도 늘고 있음..- 이영웅 제주환경운동연합 사무처장은 “아직 도내 제로웨이스트 가게에 대한 정보와 자료가 구축되지 않은 가운데 조사와 협약이 더 많은 가게가 쓰레기 줄이기 실천에 참여하게 되는 마중물이 될 것으로 기대한다.”고 밝힘.(연합뉴스.2021) .- 2019년 제주도 제기된 제주의 주요 환경 정책은 세계환경 수도 조성, 환경보전기여금 등 다양한 제안이 있음.(뉴스제주, 2019)..그러나 이러한 문제제기에도 불구, 제주특별자치도가 실시한 도민인식조사 결과에 따르면 여전히 생활쓰레기 분야는 심각하다는 응답 많음. 생활쓰레기를 가장 우선해야할 정책으로 꼽음. .이를 개선하기 위해서는 원인자에게 부담을 가해야 한다는 의견이 우세.(제주일보. 2021) 제주 방문객들의 환경활동 참여를 유도할 필요.1.아이디어 핵심 내용.제로웨이스트 활동에 어려움을 겪고 있는 사람들에게 챌린지, 커뮤니티 기능을 통해 재미와 성취감을 주고, 지도, 커뮤니티 기능을 통해 제로웨이스트 정보를 제공해줌으로써 제로웨이스트 활동을 계속 이어갈 수 있게 함..2.서비스.2-1. 챌린지/이벤트..챌린지: 다양한 환경 관련 미션들을 통해 사람들의 제로웨이스트 도전에 도움을 제공..이벤트: 어플에서 진행하는 이벤트에 성공한 사람들에게 리워드 증정...(리워드: 어플 자체내의 제주도와 관련된 캐릭터로 보상.).2-2. 제로웨이스트샵 지도.-지도에 표시된 제로웨이스트 가게를 클릭하면 가게의 주소, 운영 시간, 파는 물건 등의 정보를 확인할 수 있음..2-3. 커뮤니티: 제로웨이스트 활동후기/ 질문/ 재활용방법/ 지역별 중고거래 등 정보를 공유하고, 사람들끼리 소통할 수 있도록 한다...",,,,,https://jejudsi.kr/issue/Rbgk
환경,기간종료,2021-08-18,제주 바닷길 지킴이,,,".. 제안의 시작 (문제정의).				바닷길에 분리수거 통이 설치되어 있지않아 관광객 또는 도민(현지인)들이 바다나 바닷길에 쓰레기를 버리고 가는 경우가 많아 관심을 갖게 되었다.쓰레기를 막대하게 버리면 제주도 바다가 쓰레기 바다로 변할수 있게되어 관광지나해수욕장이 파괴 될수있다. 만약에 바다에 버려진 쓰레기를 보면 제주도 도민인 해녀분들도 쓰레기를 보고 생물인지 알고 잡게 될수도 있고 쓰레기에서 나오는 물질 같은것도 몸 건강에 해를 키친다. 물고기도 플라스틱 같은것을 먹이로 봐서 먹으면 그 물고기는 결국 우리 몸속에 들어와서 피해를 키친다...		.",,,,,https://jejudsi.kr/issue/A868
환경,기간종료,2021-08-17,내가 그리는 제주! 우리가 만드는 제주!,,,".. 제안의 시작 (문제정의).				❍ 우리가 살고 있는 청정제주가 여러 요인으로 인하여 아파하고 있습니다. .❍ 다음 세대에 깨끗한 제주를 물려주기 위해서는 우리가 우리 손으로 제주를 잘 만들어야 할 것입니다..❍ 쓰레기 무단투기, 거북이 코 빨대, 지구온난화 북극곰, 해양쓰레기 등 심각한 환경문제는 전 세계가 겪고 있는 문제입니다..❍ 이러한 현상에 대해 제주의 초등학생, 중학생들이 제주의 환경오염을 제대로 인식하고 스스로 해결할 수 있는 문제해결 역량을 키우기 위한 방법은 무엇인가 생각.    해보았습니다..「제주특별자치도 출범 15주년 도민인식조사」에 따르면 지속적 발전을 위한 우선적 추진 분야 및 제주특별자치도의 성공적 추진을 위한 최우선 과제 순위로 환경 분야가 1순위를 차지..........탄소포인트제, 에코머니포인트 등의 제도가 있지만 초등, 중학생들은 할 수 없는 것들이 대부분이다..'세살버릇 여든까지 간다'라는 속담도 있듯이 학생들이 환경오염에서부터 해결방법 등을 어릴때부터 몸에 익히게 되면 어른이 되어서도 분리배출, 분리수거 등을 실천할 수 있을 것이며, 현재보다는 더 나은 미래가 실현될 것으로 기대한다...(예시) 학생들이 직접 재활용 물품 분리 → 환경자원순환센터 제출 → 무게 측량 → 포인트 지급 → 상품권 지급....",,,,,https://jejudsi.kr/issue/RZv4
환경,기간종료,2021-07-09,제주지역 생활쓰레기 중 플라스틱이나 비닐쓰레기를 재활용한 생활 안전 장치(보도블럭 및 놀이터 방지턱 등) 제작,,,".. 제안의 시작 (문제정의).				현재 제주도의 가장 큰 문제점이라 볼 수 있는 쓰레기 문제를 어떻게 하면 조금이나마 해소를 할 수 있을까라는 점에서 제안을 드립니다...쓰레기 중에서도 분류를 하게 되면  1. 음식물 쓰레기, 2. 철·알루미늄 캔, 3. 빈병, 4. 종이(신문지, 우유팩, 음료수팩, 종이컵), 5. 플라스틱 및 스티로폼, 6. 폐형광등, 폐건전기 등이 있는데 이중 음식물 쓰레기나 빈병, 종이 등은 분리와 재활용적인 측면에서 좀 나아지고 있다고 보여지나 플라스틱 및 스티로폼과 철·알루미늄 캔의 생활쓰레기의 재활용은 전혀 이루어지지 않고 있다고 보여짐..더불어, 제주 지역의 자연경관에서도 아름다운 해안 지역임에도 불구하고 해안가의 주 쓰레기 중 하나가 플라스틱(60% 이상 차지)이며, 계절에 따라 외부에서 밀려 들어오는  괭생이모자반 등을 모아서 생활 속 안전 장치(보도블럭 및 놀이터 방지턱 등), 건축물 사용 벽돌 제작을 하여 생활속에서 재활용된다면 어떨까?라는 생각이 들었습니다. 위의 문제점이나 제안을 드리게 된 가장 큰 계기는 지역의 신문 기사 내용 중에서도 가장 심각하게 보도되는 문제인 생활쓰레기인 점을 봐서 제안을 하게 되었습니다. 구글 사이트를 통해서 '제주도 해안가 쓰레기'를 검색하였을 때 검색량이 약 37,100여개의 기사가 나오며, '제주도 쓰레기'를 검색하였을 때 약 509,000여개의 기사가 나온다는 측면에서 보았을 때도 제주지역의 쓰레기는 큰 이슈이며, 이를 어떻게 하면 재활용해서 쓰레기량을 줄이고 활용하는 방안을 찾아내어 문제 해결을 해야 한다는 점에서 이를 제안하게 되었습니다..    .<출처 : 연합뉴스(2021.06.07일자, '비닐 포장 쓰레기를 벽돌로...인도네시아 재활용 아이디어 눈길') 기사>. 결론적으로 제주지역 시멘트공장이나 보도블럭, 벽돌 제조업체와의 협업을 통해 재활용 제품을 만들고 활용함으로써 제주지역 환경문제로 가장 시급한 생활 쓰레기량을 줄이고, 환경오염을 최소화하는데 제안의 목적이 있습니다...		.",,,,,https://jejudsi.kr/issue/R2Xo
환경,기간종료,2021-05-22,제주도 폐플라스틱 재활용 제품 생산 시스템,,,".. 제안의 시작 (문제정의).				제주도 폐플라스틱 처리의 한계 상황에 소각이나 매립보다는 다른 제품으로 재탄생 시켜 선순환구조를 만듦현재 폐플라스틱을 제작된 펠릿형태의 재활용 원료를 20% 함유한 데크 소재를 개발완료함계속된 연구개발로 재활용 함유율을 높여감여러 형태의 제품으로 적용하여 사용 범위를 넒혀감현재 데크로 제작된 재활용 합성수지 데크는 제주도 해안 산책로에 사용하면 일석이조의 효과를 기대할수있음재활용 합성수지 데크는 현존하는 합성목 데크보다 우수한 성능이 검증되었으며 성적표도 있음1. 난연성    2. 반영구적 수명    3. 변형없음    4. 함수율 0%    5. 유지보수 필요없음    6. 충해없음   7. 친환경   8. 방부처리 필요없음현재 개발된 수준으로도 바로 적용이 충분하지만 폐플라스틱 수거 분리 원료로 재 생산 시스템과 제품 생산 라인 구축이 필요하며 높은 단가로 인한 일반인 사용에 어려움이 있으니 환경부 지원금 제도를 접목하여 개인 부담금을 덜어 주어야함..		.",,,,,https://jejudsi.kr/issue/RpPB
환경,기간종료,2021-01-18,"제주도의 꼭 필요한 정책, 입도세",,,".. 제안의 시작 (문제정의).				※ 제안하신 아이디어에 대한 공감투표 모집을 위해 아이디어 제안서 요약내용을 등록해 주세요..1. 아이디어의 개요.[제안배경].제주의 환경파괴 문제, 전지구적 기후위기 문제, 쓰레기 문제 등을 많이 보아오면서 과연 이 문제들을 해결할 수 있을까 생각해보던 중 제주가 점점 투어리스트피케이션 현상이 증가하고  있는 것 같아서 제주도에 들어오는 관광객들을 대상으로 세금을 걷는다면 그 돈으로 제주의 환경문제를 해결하는데 도움이 될 것이라는 생각이 들었기 때문에 이 제안을 하게 되었다..[핵심내용].제주도를 방문하는 관광객들에게 비행기, 배 값에 입도세를 포함시켜 환경이 파괴되고 쓰레기들로 인해 피해를 받는 제주의 지역들을 입도세를 통해 보존하고 보호한다..[차별성].오직 지역의 환경만을 지킨다는 것 보다는 지역의 환경도 지키면서 근본적으로 쓰레기를 없애는 방향의 정책이다..2. 실현가능성 및 기대효과.[실현가능성].현재 스위스,프랑스,미국,호주,홍콩,일본,대만 등에서 다양한 이름으로 한 관광,이용 등에 관한 세금을 걷고 있다. 이처럼 다양한 나라에서 시행하고 있는 이 제도들을 볼 때 우리 제주도가 입도세를 시행한다면 실현 가능하다고 생각한다. .[파급효과].제주를 방문하는 관광객들에게 2019년 12월 한달간 제주도에 방문한 관광객은 약 130만명이다. 이들에게 한 사람당 5천원 씩만 걷어도 65억원이다. 입도세 금액에 대해서는 더 자세한 논의가 필요하겠지만 입도세로 걷은 이 돈을 제주의 쓰레기 처리 문제, 지하수 처리 문제 등에 사용을 한다면 제주도민 뿐만 아니라 제주에 방문하는 관광객들 역시 더 좋은 제주에서의 생활이 될 것이라고 생각한다...",,,,,https://jejudsi.kr/issue/1E7O
환경,기간종료,2021-01-12,내자식을위한,,,".. 제안의 시작 (문제정의).- 제안 취지(제안에 관심을 가지게 된 이유, 계기).추천으로 보았어요. .- 제안의 중요성(제안한 사회문제가 중요한 이유).다음세대를위한 준비. .- 기대효과.많은사람이 관심을가지고 함께하기를. ..",,,,,https://jejudsi.kr/issue/1VgX
환경,기간종료,2020-09-24,환경을 더욱 깨끗하게했으면 좋겠다,,,".. 제안의 시작 (문제정의).- 제안 취지(제안에 관심을 가지게 된 이유, 계기).쓰레기 무단투기가 많아서 환경오염이 심해짐에 따라 공기가 안좋아져서 환경을 개선할 필요성을 느낌. .- 제안의 중요성(제안한 사회문제가 중요한 이유).사회가 환경오염이 안생기도록 지금이라도 환경을 좋게해야합니다. .- 기대효과공기좋고 건강에도 좋게 생활할수있다. . ..",,,,,https://jejudsi.kr/issue/A9dB
환경,기간종료,2020-06-13,환경과 건강을 위해 음식물을 밖으로 나오지 않게,,,".. 제안의 시작 (문제정의).- 제안 취지(제안에 관심을 가지게 된 이유, 계기)환경사업으로 인해 음식물을 버리거나 처리할공간 부족- 제안의 중요성(제안한 사회문제가 중요한 이유)계속적인 음식물 처리에 대한 대안제시그리고 갈거나 말리거나 하지 않음음식물이 가정에 대기하면서 생기는 악취등지자체에서 최대한 지원 사업 필요- 기대효과음식물 처리 예산으로 많은 비용들이 절감미생물로 분해 하고 그 남은 잔재물은 거름으로 사용가능가정에서 음식물 배출이 줄고 악취도 자동 사라짐..		.",,,,,https://jejudsi.kr/issue/RZDo
환경,기간종료,2020-01-04,쓰레기배출 문제는 꼭 개선이 필요합니다.,,,".. 제안의 시작 (문제정의).- 제안 취지(제안에 관심을 가지게 된 이유, 계기)최근 마을단위에 음식물처리기가 설치된 후 불편과 어려움을 겪고있는 주변 어르신들을 보면서 제주 쓰레기배출 문제에 다시 관심을 갖게 되었습니다.- 제안의 중요성(제안한 사회문제가 중요한 이유)1. 카본프리를 외치는 현 시점에서 제주의 쓰레기배출 방식은 크게 모순되어있습니다. 제주 지역적인 특성이 고려되었는가가 의문이 듭니다. 시내권을 조금만 벗어나도 제주는 마을단위로 클린하우스가 설치되어있고, 대부분 세대수에 맞춰 클린하우스가 설치되다보니 차량으로 이동하지 않으면 쓰레기를 버릴 수 없는 구조로 된 곳이 많이 있습니다. 더구나  요일과 시간을 제약이 따르므로, 결국 쓰레기를 버리기 위해선 수차례 차량을 이용해야 하는 현실입니다.결국 쓰레기 배출 문제는 모든 세대의 차량이용량을 높이는 문제라는 것을 배제시킬 수 없는데,  과연 이것이 현재 나아가고자하는 방향과 흐름을 같이 하는 방식이라고 말할 수 있을까요?2. 마을단위에 음식물처리기가 설치되면서 문제는 더 심각해졌습니다. 먼 거리까지 쓰레기를 버리러가기 불편한 어르신들은 쓰레기를 태우기 시작하고 음식물도 땅에 버리기 시작합니다. 그뿐 아니라 음식물을 일반쓰레기와 혼합하여 버리는 모습이 주변에서 많이 발견됩니다.배출이 쉬운 구조였어도 이런 문제들이 발생되었을까요??3. 여행객들은 이 시스템에 더욱 동참하지 않습니다. 쓰레기버리러가는 것이 귀찮으니/돌아가는 날짜와 분리수거요일이 맞지 않으니 모조리 종량제봉투에 담아 버립니다.이와같은 이유로 보았을때, 지역적 특성을 고려하지 않은 규정은 오히려 역효과가 될 수 있다는 것을 말하고싶습니다.그래서 시외지역 마을단위 클린하우스 수량확대와 쓰레기수거 차량과 인력에 예산을 늘리기를 제안합니다.- 기대효과1. 차량을 이용하지 않고 쓰레기를 배출하는 방식은, 환경보호에 큰 역할이 됩니다.2. 배출 날짜나 시간에 제약이 따르지 않으면 도민 및 여행객들의 혼합배출을 줄일 수 있습니다.3. 수거차량 및 인력을 확대하여 수거시스템을 바꾼다면 쓰레기가 넘쳐나 사람들이 기피하는 클린하우스가 되지 않을것입니다...",,,,,https://jejudsi.kr/issue/10re
환경,기간종료,2019-10-29,해양쓰레기 업사이클링을 통해 3D필라멘트 개발,,,".. 제안의 시작 (문제정의).- 제안 취지(제안에 관심을 가지게 된 이유, 계기)저희는 제주도 도민이자 레저스포츠에 관심이 많은 학생으로 막상 바다에 나가보면 부상위험에 노출되고 훼손된 바다를 확인할 수 있었습니다.  이에따라 저희는 해양쓰레기를 갖고 재활용에 가치를 더한 업사이클을 통해3D프린팅에 쓰이는 원재료인 필라멘트를 개발하여 이러한 문제를 해결해 나가고자 합니다. - 제안의 중요성(제안한 사회문제가 중요한 이유)..제주도 내 해양쓰레기의 유입은 매년 증가....매립장 또한 97%이상 포화상태....유입되는 해양쓰레기는 2만톤에 육박, 실수거는 절반에 그침.. ..인력과 예산이 문제로 꼽힘.. ..지차체에서는 해결안은 청정바다지키미를 운용.. ..하지만 노인 인력에 중점이 맞춰져 실질적 수고에는 효과가 미비.. ..쓰레기 증가, 매립장 포화로 쓰레기를 육지로 반출해야 하는 실정.. ..이에따라 해양쓰레기를 통해 3D 프린팅 원재료인 필라멘트를 제작.. ..쓰레기를 육지로 반출하는 것이 아닌 상품으로 육지로 납품.. ..물류비 감소와 더불어 해양쓰레기를 감축 시키는 것이 목표..- 기대효과..수익 일부를 다시 해양쓰레기 수거에 기여하며 긍정적인 선순환을 기대.. .. 우선적으로 제주도에서 유입되는 쓰레기를 기반으로 제품을제작하게 되며 이를 토대로 국내로 사업영역 확대.. ..해양쓰레기를 통해 제작하는 공정모델을 해양쓰레기뿐만 아닌 일반쓰레기인 스티로폼과 플라스틱에도 적용.. ..해양쓰레기 업사이클 필라멘트 소재와 이를 통한 3D프린팅 교육을 진행함으로 더욱 유익한 교육안을 제시.. ..도내에서 쓰레기를 처리하며 도내의 쓰레기를 육지로 반출할 때 발생하는 물류비용을 감소.. ..제주 해양쓰레기 수거에 기여, 도내 해안의 경관 보호에 앞장.. ..3D프린팅 필라멘트 제작과 더불어 인고트(가공 스티로폼) 자체의 상품화 방향을 모색...",,,,,https://jejudsi.kr/issue/1dba
환경,기간종료,2019-09-18,바다를 살리는 바다유리,,,".. 제안의 시작 (문제정의).- 제안 취지(제안에 관심을 가지게 된 이유, 계기)제주도 해안가에 갔을따 유리 쓰레기들이 너무 많아 환경을 위해 치워야 한다고 생각하게 되었습니다.- 제안의 중요성(제안한 사회문제가 중요한 이유)현재 바다보석이 주목하고 있는 해양쓰레기는 인간에게 버려지고 파도에 마모되어 해변을 덮고 있는 바다유리입니다. 바다유리는 공기가 통과하지 못해 해양 생태계에 좋지 않은 영향을 미칠 뿐만 아니라, 2차적인 쓰레기 투기를 부릅니다. - 기대효과먼저 바다유리는 미적으로도 예쁘고 실제 sns에서도 반응이 좋으며 인터넷에서도 많이 판매되고 있습니다. 제주도 바닷가의 바다유리를 주워 악세서리나 인테리어 용품등으로 팔면 환경도 깨끗해지고 지역 특산품이 될 수 도 있습니다...",,,,,https://jejudsi.kr/issue/Aa4Q
환경,기간종료,2019-08-28,쓰레기 요일제 이대로 괜찮은가,,,".. 제안의 시작 (문제정의).- 제안 취지(제안에 관심을 가지게 된 이유, 계기)쓰레기 요일제를 없애고 매일 배출할수있도록 바꿨으면 좋겠습니다.- 쓰레기 요일제의 내용을 숙지하지 못한 도민이 아직 많습니다. - 쓰레기 요일제 내용 변경으로 인한 혼란이 생깁니다.- 해당 요일에도 배출 시작 시간이 따로 있어 그 전날 쓰레기와 섞이는 경우가 비일비재합니다.- 대형 쓰레기통의 수도 제한이 있기 때문에 요일에 따라 버리는 쓰레기의 종류가 달라져 뚜껑을 열고 뭐가 버려져있나 찾아봐야 하는 불편함이 있습니다.- 다른 요일의 쓰레기를 잘못 들고 나갔거나, 배출 시간 이전에 들고 나갔을 때, 다시 쓰레기를 집으로 들고 들어가는 사람보다는 대충 버리고 가는 사람이 더 많습니다.- 제안의 중요성(제안한 사회문제가 중요한 이유)관광산업이 주력인 제주도가 오염된다면, 누가 오고 싶을까요?쓰레기 문제는 제주도가 가장 먼저, 시급하게 해결해야 할 현안이라고 생각합니다.쓰레기를 줄이는 게 더욱 중요할 수 있겠지만,쓰레기 요일제를 없애 분리수거 효과를 높이고 재활용을 더욱 효율적으로 하는 것도 굉장히 중요합니다.- 기대효과쓰레기 요일제를 없애면 아래와 같은 이점이 있습니다.- 정확한 쓰레기 배출실태를 파악하여 보다 구체적인 대책을 마련할 수 있다.- 쓰레기 요일제의 내용을 숙지할 필요없이 버리고 싶을 때 항상 버릴 수 있다.- 쓰레기 종류별로 대형 쓰레기통이 마련되어 쓰레기를 잘못 버리는 일을 방지할 수 있다.- 배출 시작 시간을 따로 둘 필요 없이 아무 때나 버릴 수 있다.- 쓰레기를 제대로 버리는지 감시할 필요가 없어진다.- 쓰레기 분리수거 시간이 절약된다...		.",,,,,https://jejudsi.kr/issue/RleV
환경,기간종료,2019-07-16,기상데이터 기반의 도민 참여형 악취 모니터링 시스템,,,".. 제안의 시작 (문제정의).- 제안 취지(제안에 관심을 가지게 된 이유, 계기) 제주도는 악취저감을 위해 도내 총 278개의 양돈장 중 113개 40%에 해당되는 양돈장을 악취관리지역으로 지정하여 관리하고 있습니다. 또한 악취관리 센터를 개소하여 양돈농가 저감 컨설팅과 농가별 악취점검 및 악취정밀진단도 진행 중 입니다.  하지만 지속적으로 악취에 대한 민원이 제주특별자치도 민원게시판 및 청와대 청원게시판에 올라오고 있으며 민원 발생 시 24시 냄새민원 축산사업 방제단이 악취방제에 나서고 있지만 악취에 대한 심각성은 줄지않고 있습니다.  이에 악취에 대한 심각성을 도민 모두가 인지하고 청정환경 제주도의 이미지를 갖추기 위하여 도민 참여형 악취 모니터링 시스템이 필요하다고 생각합니다. - 제안의 중요성(제안한 사회문제가 중요한 이유) 제주지역 양돈장 냄새민원은 2014년 306건에서 2015년 573건, 2016년 666건, 2017년 722건으로 급증하였습니다.이는 청정 환경의 제주도의 이미지에 큰 타격을 주며 주로 휴가를 와서 펜션 등에 묵는 손님들이 축산 악취를 견디지 못해 환불을 요구하며 퇴실하는 경우도 발생한다고 합니다.  제주도에서는 이미 악취현황 조사를 통해 악취관리지역을 지정하여 집중관리를 하고 있지만 바람이 많이 부는 제주도에서는 바람의 영향에 의하여 악취가 확산되는 것을 미리 예방할 수 있는 방안이 필요합니다.  타 지역에서는 악취와 관련된 저감 시스템을 양돈농가의 환경시설뿐만 아니라 기상환경에도 집중하여 풍향 풍속에 의한 악취의 확산을 모니터링 하고 있습니다. 따라서 집중 관리지역의 악취측정기의 데이터와 풍향, 풍속 등의 기상데이터를 연계하여 실시간으로 악취의 확산을 확인하고 수집된 데이터를 기반으로 24시 냄새민원 축산사업 방제단이 악취방제를 수행할 수 있도록 하여야 합니다.  또한 도민들이 악취에 대한 신고도 어렵지 않게 할 수 있도록 해야 합니다.타 지역 사례 -익산 악취 24 : https://odor.iksan.go.kr/monitoring?cate=1526870181287- 기대효과도민이 악취확산 현황을 모니터링 시스템을 통하여 확인하고 악취해소에 대한 자발적인 참여를 유도하여 조금이나마 악취해소에 도움이 될 수 있을 것으로 기대가 된다...		.",,,,,https://jejudsi.kr/issue/L4ma
농축수산,프로젝트화,2022-01-20,제주도 유기동물 제로 만들기 프로젝트 - 반려동물 바이오(코주름) 등록,,,".. 제안의 시작.""2020년 제주도 유기동물 발생건수 7047건, 안락사율 57.8% (전국 1위)""...사람과 자연이 공존하는 청정제주, ...과연 현재 제주도는 반려동물과 공존하고 있는가요?		.",".. 주요제안(문제정의).			""2020년 제주도 유기동물 발생건수 7047건, 안락사율 57.8% (전국 1위)""..사람과 자연이 공존하는 청정제주, ..과연 현재 제주도는 반려동물과 공존하고 있는가요?우리는 좀 더 객관적 데이터를 얻기 위해 다음과 같은 빅데이터 분석과 설문조사를 실시하였습니다.#1 제주도 입도객과 유기동물 발생 사이의 빅데이터 분석 - 2019년~2020년 JDC(제주국제자유도시개발센터) 면세점 출도객 및 농림축산식품부 유기동물 데이터 기반 분석..-> 입도객과 유기동물 사이에 유의미한 상관관계 입증(피어슨 상관계수 0.5).#2 유기동물을 방지하기 위해 제주도에서 현재 시행 중인 ""사육포기제""  관련 설문 조사 실시(사육포기제란? 양육자가 사육을 포기한 동물을 제주도에서 인수하여 동물보호소로 보내어 유기를 사전에 방지하는 제도) .(1) 현행 사육포기제에 대한 인지도 매우 낮음 : 30% 미만..(2) 현행 사육포기제 이용 의사 낮음 : 55%.(3) 동물보호소에서 57.8%라는 높은 안락사율 문제에 대한 우려 : 82.4%(동물보호소에서 10일 이상 입양이 안 될 경우 안락사 대상 전환)-> 사육포기제도는 유기방지에 효과적인 수단이 아님..",".. 해결방안.....[상세 내용].제주도 반려동물 바이오(코주름) 등록 앱 제안!...현재 40% 대에 머물러 있는 내장칩 등록방식 보완.반려동물이 포함된 가족관계증명서 발급.제주도 입(출)도 시 반려동물 간편패스를 통한 출입 기록 관리.실종 시 간편 신고 및 검색 기능  .. . “제주도에 오실 땐, 반려동물 코주름을 등록해 주세요”. - 현재 동물의 몸속에 마이크로칩을 삽입하는 내장방식은 동물병원에 방문해야 하는 번거로움  뿐만 아니라 내 반려동물에게 고통을 주기 때문에 현재 40% 대의 등록률에 미치지 못하고 있습니다. 또한 동물병원에서 X-ray 검사 시 다시 제거해야 하며, 임의로 손상이 가능합니다.. - 반면에 바이오 등록 방법 중 하나인 코주름 인식 방법은 스마트폰만으로 개인이 손쉽게 등록할 수 있습니다. 코주름은 인간의 지문과 같은 것으로써 1930년대 이미 공인되었으나 등록 기술의 한계로 인해 활성화되지 못하다가 최근 인공지능(AI) 기술의 발전으로 스마트폰에서도 가능하게 되었습니다. - 앱을 통한 간단한 절차를 통해 반려인과 반려동물이 가족구성을 증명할 수 있습니다. 공식적인 가족으로의 인증을 통해, 반려동물과 생애주기를 함께 하는 책임감이 더욱 강해집니다. 특히 입양과 파양에 대한 추적이 가능하여 입양과 파양을 반복하는 사람들의 입양을 막을 수 있습니다.. - 또한 동물의 실종 시 간편하게 근처에 알람을 주고 코주름 검색을 통해 양육자를 찾을 수 있는 기능을 제공한다면, 현재 복잡한 실종신고 절차단계를 줄여 시간이 생명인 실종동물 찾기에도 도움을 줄 것으로 예상됩니다.. .실제 스마트폰 앱에 적용된 코주름 등록 화면. . 기대효과 ..도 내 동물 유기, 유실 문제 원천 차단(감시의 눈 효과).2021년 제주도 유기동물 관련 직접 예산 14.5억 절감 .제주도민들의 동물보호소의 안락사 문제에 대한 부정적 인식(82.5%) 해소.동물보호소 추가건립에 따른 지역 갈등 해소...맺음말. - 제주도로 입도하는 반려동물은 연간 6만 마리 이상으로 추정되고 있습니다. 하지만 현재 제주도 관광객이 연간 1200만명이 넘는 것과 비교해 볼 때 매우 낮은 수치입니다. - 2021년 7월에 법무부가 민법 제98조 2항의 “동물은 물건이 아니다”라는 법안 조항을 마련함에 따라 앞으로 반려동물의 복지확대 요구는 계속 늘어날 것으로 예상됩니다. 현재 1000만 마리 이상으로 추정되는 반려동물 개체수를 기반으로 예측할 경우, 만약 반려동물 입도 환경이 개선된다면 3년후에는 현재보다 최대 60배 이상의 반려동물이 제주도에 들어오게 됩니다. - 제주도의 유기 및 유실동물 문제는 앞으로 심각해질 것으로 예상됨에 따라, 쉽고 빠른 코주름 인식 방법을 통한 동물 개체 관리 방안이 반드시 필요하게 될 것으로 판단됩니다..(※ 제주도는 2019년에 7월에 제주특별자치도 동물보호조례를 통과하여 제주도 반려동물 반입 시 등록 및 인식표 부착을 의무화하는 법적 근거를 마련하였습니다.)..",,,https://jejudsi.kr/issue/Rp0K
