지역명,제목,내용,작성일자,답변,답변일자,담당부서
양산시,큰 개 두마리가 목줄도 없이 길가에 돌아다니고 있습니다.,"안녕하세요.
양산시 상북면 소토4길에 근무하고 있는 직장인입니다.
회사 출/퇴근시 목줄이 풀려있는 큰 개가 두마리 있는데
자꾸 길가에 돌아다니고 차량통행 문제 및 사람이 지나다닐때마다
자꾸 달려와서 위협적입니다.
걸어서 출퇴근 하고 있는 저같은 경우에는 매번 위험을 느끼며
큰 개를 묶어놓지않고 목줄도 없이 풀어놔서, 저 말고도 여러 다른사람들이 위험을 느끼고 있으며
매번 출퇴근 및 이동시 참을수가 없습니다.
꼭 민원이 처리 되었으면 합니다.",2022-10-28,"1. 평소 우리 시 시정업무 발전에 관심을 가져 주심에 감사드립니다.

2. 귀하께서 국민신문고를 통하여 신청하신(신청번호 1AA-2210-0942147) 민원에 대하여 다음과 같이 답변드립니다.

3. 요청하신 민원 현장 확인 결과, 회사에서 2마리 사육 중 1마리는 묶여있고, 1마리는 풀려있음을 확인하였습니다. 현장 방문 당시 소유자와 만날 수 없어 민원알림장 부착 후 철수하였으며, 이후 연락이 닿아 위해방지조치에 대하여 행정지도 하였습니다. 또한, 현장에 재차 방문하여 확인한 결과 현재는 2마리 모두 묶여있음을 확인하였으며, 향후 재발시 관련법에 의거 시정명령 등 조치예정임을 알려드립니다.

4. 귀하께 만족스러운 답변이 되었기를 바라며, 추가 질문이 필요하신 경우 동물보호과(☎055-392-5661~4)로 연락주시면 친절히 안내해 드리겠습니다. 끝.
",2022-10-31,동물보호과
양산시,두산타운 부일산업개발 1급발암 물질,"1급 발암물질이 나오는 아스콘공장 절대 이대로 두면 안됩니다.

기사에보면 ""마을 주민들의 암진단률이 8.2%"" 라고 합니다.

한국 전체 암 유병률 3.2% 2배가 넘습니다. 가족력, 기타사항 등등 있으신분들은 더욱 긴장하면서 지내야하는게 말이됩니까 ?

애초에 말이 안되는 조건으로 아스콘공장을 허가 조속히 이전바랍니다",2022-10-28,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원에 대한 검토 결과를 아래와 같이 알려드립니다.
2. 귀하의 민원내용은 ‘덕계동 아스콘 공장 이전’에 관한 것으로 이해됩니다.
3. 귀하의 민원사항에 대해 검토 결과는 다음과 같습니다.
가. 해당 지역 아스콘공장은 1990년대에 토지를 취득하여 2008년 공장등록 후 계속 운영되고 있는 공장으로서, 정상적으로 제조업을 영위하고 있는 공장에 대하여 이전을 강제할 수 없음을 양해하여 주시기 바랍니다.
나. 우리 시에서는 해당 사업장에서 발생하는 대기오염물질에 대해 특정대기유해물질 검사를 시행하여 검사 결과 배출허용기준을 준수하고 있는 것을 확인하였으며, 업체에서 주기적으로 실시하는 대기오염물질 자가측정을 통해 대기오염물질 배출허용기준 준수 여부를 확인하고 있음을 알려드립니다.
다. 아울러, 해당 업체에 대해 정기적인 지도·점검 및 오염도 검사를 통해 환경 관련법 준수 여부를 확인토록 하겠습니다.
4. 귀하의 질문에 만족스러운 답변 이였기를 바라며, 답변 내용에 대한 환경관련 추가설명이 필요한 경우 웅상출장소 허가과 환경위생팀(☎055-392-6193)으로, 공장등록 및 이전관련은 웅상출장소 경제교통과 경제팀(☎055-392-6071)으로 연락해주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-11-01,허가과
양산시,국가행정기관과의 시스템 통합,"양산시 행정기관과 국가행정기관과의 일관성 있는 시스템의 필요성을 강조합니다.
저는 이번에 드론 비행관련으로 인해서 지방항공청의 승인을 받고 양산시 인근의 조용한 곳에서 비행을 하기 위해서 양산시에 승인을 얻기위해서 문의를 했읍니다. 그러난 민원인 발생한다는 답변을 받고 승인을 내어주지를 않았읍니다. 제차 장소의 특성과 다른 이용자의 불편없이 이용하겠다는 얘기에는 귀를 기울여주시지를 않더군요, 그래서 많이 불편합니다. 혹시나 하는 마음에 지방항공청에 제차 문의를 해보았읍니다.
그래서 정식절차를 통해서 다시 승인을 얻어볼까합니다. 하지만 이번에도 앞전과 동일하다며 청와대신문고에 문의를 해볼 생각입니다.",2022-10-30,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2210-0994660)에 대하여 아래와 같이 알려드립니다.

2. 귀하의 민원내용은 '국가행정기관과의 시스템통합'에 관한 것으로 판단됩니다.

3. 귀하의 민원사항에 대한 검토결과는 다음과 같습니다.
- 국가하천 수변공원은 드론원스톱 민원서비스에 안내되어 있는 드론 비행 금지구역은 아니나 「항공안전법 제129조 및 시행규칙 제310조」 초경량비행장치 조종사 등의 준수사항에 의거 사람이 많이 모인장소의 상공에서 인명 또는 재산에 위험을 초래할 우려가 있는 방법으로 비행하는 행위를 금지 하고있습니다.
- 국가하천 수변공원은 불특정 다수가 이용하는 공원으로 이용객이 불시에 집중될 수 있으며, 이를 예측하기는 어려운 실정입니다.
- 과거 이용객들의 안전과 사생활 보호를 요청하는 민원이 빈번하였고 공원주변으로 철도, 고속도로, 자전거도로 등이 연접해 있어 사고발생시 대형사고로 이어질 우려가 있어 수변공원내 드론비행을 금지하고 있으며 국가행정기관과의 시스템 통합하는 것은 양산뿐 아니라 여러지자체 등이 국가부처와 협의해야하는 사항으로 장기적으로 검토하겠습니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 양산시청 건설하천과(☏055-392-2824)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-11-04,건설하천과
양산시,가로등 고장,"밤이되면 인적이 드문곳인데 가로등까지 고장나서 많이 스산합니다
주변 가로등중에 겨우 하나가 살아있네요

위치는 양산시 주남마을2길 43번지 근처입니다
전주 번호는 사진 파일 첨부했습니다 (2곳)
수고하십시오.",2022-10-31,"1. 평소 시정발전에 관심 가져주신 것에 대하여 감사드립니다.

2. 귀하께서 접수하신 민원에 대하여 아래와 같이 답변드립니다.
- 주남동 1056-1번지 가로(보안)등 보수 요청에 관련하여 조속한 시일 내에 해당 가로(보안)등을 보수하도록 하겠습니다.

3. 기타 문의사항이 있으신 경우 웅상출장소 도시관리과 도로관리팀(☏055-392-6294)으로 연락주시면 상세히 답변 드리겠습니다.
",2022-11-03,도시관리과
양산시,치료가 촌각을 다투는 시급한 유기견아이 입양처리를 이렇게 해도 되는건가요?,"지난 금욜 지인을 통해 양산시 유기견보호소에 실버푸들아이가 들어왔는데 각막을 다친것 같다...그런데 입양신청자들은 다수 있는데 입양진행을 미루고 있느것 같다라는 연락을 받고 오늘 담당부서에 전화를 걸어보니 담당자말로는 입양신청을 한다는 분은 몇분 계시는데 치료를 하고 있고 더이상 입양신청을 받지 않고 이미 신청하신분에 한하여 입양진행을 하겠다고 말씀하시네요ㅠㅠ
제가 안타까운 마음에 제 지인에게 이 아이의 사연을 얘기하니 자기가 입양해서 안과전문병원에 데려가서 치료할수 있다고 하는데도 불구하고
담당자는 기관에서 치료해주면 입양하겠다는 사람에게 입양이 결정된것처럼 말했다고 합니다
이 아이는 각막궤양이 진행된것 같은데 제대로된 전문병원에서 정밀검사를 받은것도 아니고 동네병원에서 받은 진단으로 안약이나 넣어가며 치료가 될 병도 아닌데 ,,,,,,제대로된 치료가 되지 않으면 눈을 적출할수도 있고 심각한 시간들을 담당자의 잘못된 판단으로 하루빨리 보호소에서 데리고 나가 전문병원을 가야할 아이를 하루3번 안약을 넣어주는걸로 치료를 하고 있다고 치료후 입양을 보낸다니요ㅠㅠ
입양문의도 하나없는 안타까운 아이라면 이런 결정도 이해가 되는 부분이지만 실버푸들로 관심을 가져주는 ,,,입양신청자가 데려가서 자비로 제대로된 치료를 해주겠다는 사람에게 입양을 해야지 ,,치료해주면 입양하겠다는 사람에게 입양을 시키겠다는게 말이나 되는 소리입니까ㅠㅠ
입양심사는 왜 있는겁니까? 아이가 행복할수 있는 최적의 가정으로 ...아프면 병원에 데려갈수 있는 경제적인 여유가 있는 사람을 심사하는거지 무얼을 심사하는 겁니까?
하루에 3번 안약을 넣어주지 않으면 안되는 아이를 그럼 토욜 일욜도 공휴일도 공무원이 나와서 안약을 넣어주는 겁니까/
그래서 이렇게 입양을 차일피일 미루는 겁니까
포인핸드에 이 아이에 대한 댓글을 제발 잃어보세요ㅠㅠ
하루빨리 데려다가 치료를 해주고 싶다고 입양신청자가 기다리고 있는데 심사니 뭐니 시간만 보내고 있는 담당자는 도데체 어떤 사람입니까
토이푸들을 미니어쳐푸들이라고 적어놓고 동물에 대해 1도 모르는 사람을 담당부서에 배치해놓고 ㅠㅠ
양산시 유기견공고에는 거의 모든개들을 입질이 심함이라고 적어놓은걸 보고 경악을 금치 못했습니다
어느시도 정말 입질이 심한 몇몇 아이빼고 그렇게나 많은 아이들 공고글 특이사항에 입질이 심함이라고 적어놓지 않습니다
2개월도 안되어 보이는 어린 강아지 특이사항에도 입질이 심함 ㅠㅠ
참 ,,,동물에 대한 적대감 마저 느껴지더군요
누가 그런글을 보고 입양하겠습니까
보호소에 잡혀들어온 아이들이 공포감과 불안감으로 입질을 한건 방어적 입질인걸
동물을 싫어하는 사람이 아닌이상 이 불쌍한 생명들이 입양자가 안나타나면 죽임을 당할수 밖에 없다는 생각을 단 한번도 하지 않나봅니다
자기 글 하나가 ,,,이 아이의 생명을 결정 짓는 다는걸 생각도 하지 않나봅니다
양산시 동물보호과는 정말 많이 반성해야합니다
실버푸들의 입양신청을 다시 검토해 주세요...제-발
보호소에서 하루빨리 데리고 나가 제발 제대로된 전문병원에 데리고 갈수있는 보호자에게 입양을 시켜주세요
아무나가 아닌 제발요",2022-10-31,"1. 귀하께서 국민신문고를 통해 제기하신 민원(1AA-2210-1035929)에 대하여 아래와 같이 답변드립니다.

2. 귀하께서 제기하신 민원내용은 유기견 입양심사 관련 내용 및 해당 개체 안구 관리 관련하여 답변을 요구하시는 것으로 판단됩니다.
우선, 해당개체는 최초 입양신청자 이후 3일동안 입양신청 접수를 받았고, 현재는 입양 심사진행중에 있습니다. 수의사 소견에 따라 안질환 치료후 입양을 보낼 예정입니다.
둘째, 유기동물 공고문 동물정보란에 입질기재 관련 내용은 야생에서 포획된 유기견으로 민원인에게 사전안내차 표기되었습니다.
셋째, 동물보호센터는 평일뿐만 아니라 주말에도 직원이 근무하며 보호센터 입소 동물을 관리하고 있으며, 특히 질병이 있는 해당 개체 안구 및 개체 건강관리는 수시로 확인 관리하고 있어 회복후 조속히 입양이 진행되도록 노력하겠습니다.

3. 답변 내용에 대한 추가 궁금하신 내용이 있으시면 양산시 동물보호과(392-5663)로 문의하여 주시면 성실히 답변드리겠습니다. 끝.
",2022-11-08,동물보호과
양산시,코로나양성판정을 받은 강아지들은 치료는 받고 있는겁니까,"코로나양성판정을 받은 강아지들은 치료는 받고 있는겁니까
내용
양산시 유기견 공고현황을 보니 나이가 2개월정도 추정되는 아기 강아지들이 코로나양성이라고 되어있던데 나이어린 개체는 코로나장염증상만으로도 죽는데 이 나이어린 아이들이 치료는 받고 있는 상황입니까?
이 아이들이 치료를 받고 있지 않는 상황이라면 양산시 동물보호과는 직무유기가 심각하다고 생각하지 않을수가 없네요
목슴이 촌각에 달리지도 않은 눈을 다친 실버푸들은 매일 병원에 데려가서 검사받은다고 하고 ㅠㅠ
저는 동물을 20년동안 키우면서 눈치료는 검사결과가 나오면 병원을 갈 필요없이 안약만 꾸준히 넣어주면 되는건데 누가 얼마나 시간이 남아돌길래 매일 그 실버푸들을 데리고 쓸데없이 병원을 방문한다는 담당자의 말을 듣고 어이가 없네요
언제부터 양산시 동물보호과가 아픈 아이를 다 완치시켜서 입양을 보냈다고 ㅠㅠ
그럼 이 강아지 (코로나 양성)는 예방백신이 맞지도 않았을 이 개체는 당연히 매일 병원에 데려가 치료를 하고 있는게 맞는거겠죠
이 어린개체는 장염 하나로도 죽습니다
동물을 보호하는 부서가 동물보호과 아닙니까
동물을 방치하고 안락사를 시키는 부서가 동물보호과는 아니지 않나요
한마리의 길위의 생명도 고귀하게 생각할줄 아는 담당자가 제발 담당을 해줘었으면 합니다
양산시는 너무 열악한 보호시설도 개선해야합니다
견사도 제대로 마련하지 않고 아이들을 제대로 움질일수 없는 짧은 목줄에 사람하나 지나갈수 있게 짧게 묶어두고 공고문에는 입양을 원하는 사람들이 보면 외면할 만한내용( 입질이 심함)을 남발하고 ㅠㅠ
포획되어 공포에 떠는 아이가 유일한 방어 수단이 입질을 이해하지도 못하는 담당자의 글하나가 이 아이들을 죽이는 겁니다
태어나지 두달도 채 안된 이 아이들부터 치료해 주세요
제발",2022-11-02,"1. 우리 시 시정 발전을 위한 관심에 깊이 감사를 드리며, 귀하께서 국민신문고를 통하여 신청하신(신청번호 1AA-2211-0053833) 민원에 대하여 다음과 같이 답변드립니다.

2. 귀하께서 문의하신 민원내용은 입소된 유기견들의 건강관리에 대하여 답변을 요구 하시는 것으로 판단됩니다.

3. 파보 및 코로나 바이러스 양성반응 개체들은 입소당시 즉각적인 진료조치(입원, 약처방 등)를 통해 현재는 완치상태입니다. 또한, 안구질환이 확인된 개체는 병원진료후 평일 뿐만 아니라 주말에도 근무하는 동물보호센터 직원분들이 건강상태를 수시로 확인하고 관리하고 있습니다. 그 밖에 입질관련 기재 내용은 야생에서 포획된 유기견이기에 입양신청시 참고사항으로 해당개체에 대하여 사전안내차 기재한 것입니다.

4. 민원내용에 대하여 추가 답변이 필요하신 경우 동물보호과(☎055-392-5663)로 연락 해주시면 상세히 안내해 드리도록 하겠습니다. 끝.
",2022-11-08,동물보호과
양산시,주변 숲속 소나무 재선충 고사목 제거 요청,"양산시 관계자분의 노고에 감사드립니다.
다름아니라,
사송신도시 내송 큰들로(107) 도로변에 있는 '행복주택' 뒤편 산에
커다란 소나무 두 그루가 재선충에 의해선지? 고사되어 잎이 말라 붉은색으로 변해 있습니다.
인근 주민으로서 바라볼 때마다
울창한 푸른 숲이 주는 미관상 그리고 재선충 전염 확산 우려 등 염려스럽기도 하답니다.
이에 고사목을 조기 제거하는 것이 어떨까? 하는 생각에 알려 드리니 확인 조치바랍니다.
감사합니다.",2022-11-02,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하께서 제출하신 민원의 내용은 사송신도시 도로변에 있는 '행복주택' 뒤편 임야 내 소나무 고사목 제거에 관한 것으로 판단됩니다.

3. 귀하의 민원에 대한 검토결과는 다음과 같습니다.
- 현재 양산시 전역의 소나무 고사목에 대하여 제거 사업을 위한 조사를 실시하고 있으며, 방제작업은 소나무재선충병 방제 시기인 10월부터 이듬해 4월까지 방제 작업을 완료할 예정입니다.

4. 답변 내용에 대한 추가 설명이 필요한 경우 산림과 이준근(055-392-2934)에게 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-11-09,산림과
양산시,교통정리 및 불법주정차,"물금중앙길 18 앞 도로변 교통정리 및 불법주정차금지구역 지정 검토, 서리단길 라이온식당, 고씨식당 앞 삼거리 볼록거울 설치를 요구합니다

먼저 물금중앙길 18 옆 골목길은 차 두대가 간신히 지나갈 수 있는 도로입니다
하지만 인근 식당이용 마트 주차장 미 이용으로 주정차를 해놓은 차로 인해 불편함은 물론이며 차가 지나가지 못하는 경우도 많고 서리단길 고씨식당, 라이온식당 앞 삼거리에는 볼록거울 하나 없어 골목길에서 속수무책으로 달려오는 차들에 의해 사고가 날뻔 한적도 많이 있습니다.
서리단길은 일부 공영주차장이 있으나 그것 또한 부족해 인파가 몰릴경우 도로에 주정차를 함으로 사람들이 지나다니기에 불편도 많이 겪고 있습니다.
또한 개인 사업장을 위해 새워놓은 입간판 및 홍보물들에 의해 시야가 가려 사고가 난다는 인근 주민들의 이야기들도 있었으며, 탑마트 이용객과 서리단길 이용객이 겹쳐 차량 통행에 불편을 많이 겪고 있다는 이야기도 들었습니다.

또한 주말이나 행사가 진행되는 날이면 황산공원을 이용하는 시민들로 인해 차 혼잡은 물론이며 인근지역에 주거하는 주민들에게도 많은 방해가 되고 있습니다.
차가 뒤엉키는 것은 물론이며 교통정리를 하는 사람 하나 없어 차 뿐만아니라 길을 걸어다니는 주민들도 불편을 겪고 있습니다.
주말이나 인파가 많이 몰리는 행사가 있을 경우에는 교통정리를 좀 해주셨으면 좋겠습니다.

이렇게 글을 쓰게 된것은 몇년 전부터 계속 쓰고 있었으나 처음에는 불법주정차 단속 카메라를 향후에 검토하겠다는 답변을 받았고, 그 후 또 민원을 넣었을 땐, 불법주정차 지역으로 지정할 수 없다는 답변을 받았으나 오늘 탑마트 주차장에서 나오던 차량이 앞 건물(개인주택)을 들이받아 큰 사고를 당한 것을 보고 직접 나오셔서 실태를 조사해주셨으면 좋겠다는 생각에 다시 글을 적게 되었습니다.

*서리단길 개인사업장에 의한 입간판 및 광고물들이 삼거리 모퉁이 쪽에 있습니다. 그 곳에 볼록거울 설치를 요구합니다.
현재는 서행하여 골목에서 나오는 차를 파악할 수 밖에 없으나 골목에서 빠르게 달리는 차들에 의해, 오는 차를 보지 못해 사고가 난 경우를 직접 보았습니다.
* 탑마트 물금역점 앞 도로변과 옆 골목길 불법주정차 지정 구역을 검토를 요구합니다.
인근 주차장과 탑마트 주차장이 있음에도 불구하고 개인의 편의를 위해 주차금지를 표시하여도 횡단보도 및 모퉁이에 차를 주정차하여 횡단보도 이용에 어려움과 차량을 보지 못해 보행자 사고 우려가 많습니다.
*황산공원을 많이 이용하는 주말이나 행사가 있는 경우 교통정리를 요구합니다.
주말에는 황산공원을 이용하는 이용객과 행사가 있을 시 황산공원을 가기 위한 도로(물금중앙길18라인)에 차량이 많이 몰려 교통혼잡을 매번 보았고 통행에 어려움을 많이 보았습니다.",2022-11-03,"1. 귀하의 가정에 무궁한 발전과 행복이 가득하시길 기원드리며, 우리 시 시정 발전에 많은 관심을 가져주신데 감사드립니다.

2. 귀하께서 요청하신 “반사경 설치” 건에 대하여 아래와 같이 답변드립니다.
o 요청하신 현장을 확인한 결과 차량의 원활한 소통을 위해 반사경을 설치토록 하겠습니다. 다만 사유지에 해당되는 부지는 소유주 동의하에 설치가능하나, 문의결과 설치가 불가함을 알려드립니다.
o 불법주정차 단속구역 지정은 양산경찰서 교통안전시설 심의를 통하여 지정할 수 있으며, 불편하신 지점을 양산경찰서로 신고하셔서 불법주정차 단속구역으로 지정되면 단속을 할 수 있음을 알려드립니다.

3. 추가 문의 사항이 있으신 경우 우리 시 교통과(☎055-392-2884)로 연락주시면 답변 드리겠습니다. 끝.
",2022-11-04,교통과
양산시,황산공원 휠체어장애인은 이용할 수 없는 화장실 갖다 버리십시오,"지난 주말 11월 5일 모친과 함께 공원 국화 축제를 구경 갔습니다.
캠핑장 옆에 장애인 화장실이 있어 이용하려고 했지만
리프트를 작동하였으나 올라가다가 중간에 멈춰서서 더 이상 올라가지지 않았고
내려오는 버튼을 누르니 빠른 속도로 땅에 쿵하며 내려 자칫하였으면 사고가 날뻔 했습니다.
대한민국은 안전불감증 나라입니다.
이러다가 장애인 한명 떨어져 죽어야 또 부랴부랴 예산 만들어 개선하겠지요?
정말 너무한거 아닙니까?
지난 설에 전국에 장애인 화장실의 문제점에 대하여 언론에 보도되고 문제제기를 했음에도 불구하고
아무런 달라진 것이 없다는 것이 개탄스럽네요.
저와 같은 장애인이 어디 한두명 이겠습니까? 당일날에도 휠체어를 이용하시는 장애인 분들을 여럿 보았습니다.
제가 아니었을뿐이지 다음에 이용하는 장애인분들이 머지않아 추락사고 당할 것이 예견됩니다.
오늘 이 민원을 통해서 개선되지 않는다면 다음에 문제가 생겼을 때 반드시 관계자들은 사고에 대한 책임을 져야 될 것입니다.
사고가 생기기 전에 하루 속히 이용할 수 있는 화장실을 설치해 주시기를 바랍니다.",2022-11-07,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(1AA-2211-0219114)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 '장애인 화장실 이용'에 관한 것으로 판단됩니다.

3. 귀하의 민원사항에 대한 검토결과는 다음과 같습니다.
- 장애인 화장실은 매일 청소를 위해 휠체어 리프트 사용 및 점검을 하고 있습니다.
- 리프트 기계의 특성상 멈추는 단계에서 소리가 날 수 있으며, 안전을 위해 보호자 동행하에 시설을 이용하여 주시기 바랍니다.
- 앞으로도 수시로 점검하여 화장실 이용에 불편함 없도록 최선을 다하겠습니다.

4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 양산시청 건설하천과(☏055-392-2824)로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-11-14,건설하천과
양산시,사송데시앙2차 아파트 사전점검중인데 너무하자가 심합니다 도와주세요,"경기도 금리도 지금 너무 심각한시기 입두가 코앞인데 나전점검 기간 아파트 모델하우스와 너무다른상황 도와주세요
항상 수고 많으십니다.

양산 사송 더샵데시앙2차 예비입주자입니다.

5단지 현장설명회를 실시하였고 직장인들을 위해 주말에 시간변경을 요청했지만 평일에 무작정 시행하게되었습니다.
시공마감등 좋은취지에 현장설명회가 되었으면 좋겠지만 시공사의 조경위주의 설명과 성의없는 질의응답시간은 너무 허탈합니다.

11/5~7 5단지 사전점검을 시행하였고 방금작업 했다고 생각될만큼 시공/마감부분이 엉망이였습니다.
저뿐만 아니라 입주민사이에서는 수십건에서 수백건이상 하자접수가 공유되었고
시공사에 불만사항을 얘기하여도 말도안되는 대응으로 무시하고있습니다.

하여 아래와 같이 확인요청 및 시공사에 강력하게 요구 부탁드립니다.


1. 기존 시공/시안/자재 되로 실제로 시공이 되었는지 확인필요
- 거실 아트월 부분 걸레받이시공 (몰딩부분 기존시안과 동일한지, 평수별로 마감상태 상이함)
- 기본적인 줄눈/마감 부분 오염/훼손/시공불량
- 주방 상/하부장, 펜트리장 자재 및 색상 상이함
- 도배불량/마감불량/벽지훼손 등

2. 사전점검 추가 요구
- 입주민 하자 추가공유 및 바쁜일정으로 확인 못한 부분 다수 발생


감사합니다.",2022-11-08,"귀하께서 국민신문고를 통해 접수하신 내용을 검토한 바, 우리 시 동면 사송 더샵데시앙2차 아파트 사전점검 후 하자관련(마감처리 부실 등) 및 거실 아트월 마감 처리 부분, 주방 상하부장 변색 및 사전점검 추가 요구 등에 관한 민원사항으로 아래와 같이 회신합니다.

1. 입주예정자가 사전방문 결과 하자가 있다고 판단하는 경우 사업주체에게 보수공사 등 적절한 조치를 해줄 것을 요청할 수 있으며, 조치 요청을 받은 사업주체는 보수공사 등 적절한 조치를 하여야 함에 따라 입주예정자가 조치를 요청한 사항에 대하여 준공 전 적극 보수 완료토록 시공자 및 감리자에 통보하였으며, 하자처리에 대한 사항 및 품질점검 지적사항 등의 조치여부를 현장확인하여 준공 전 하자가 최소화 될 수 있도록 지속적으로 행정지도하겠음을 알려드립니다.

2. 민원사항에 대하여 시공사 및 감리자에게 조치계획 및 검토의견을 제출토록 통보한 결과, 견본주택과 동일하게 아트월 시공 및 주방 상하부장, 팬트리장 자재를 시공하였다는 의견이 있었으나, 세부적인 자재 확인증 및 마감자재 일치 여부에 대한 감리자 확인을 제출토록 통보하였으며, 사전점검 추가 요구에 대하여는 사전점검 추가 실시는 불가하나 현장 내 CS매니저 배치 및 입주자예정협의회와 지속적인 협의를 하겠다는 의견이 있음을 알려드리며, 사업주체와 시공자에게 귀하께서 요구하고 있는 사항에 대하여 적극적으로 나서 협의 및 해결될 수 있도록 협조 요청하였으며, 앞으로도 입주예정자들의 건의사항이 있을 경우 사업주체 및 시공자에 적극 반영될 수 있도록 협력 하겠음을 알려드립니다.

3. 기타 문의 사항이 있으시면 우리 시 공동주택과 공동주택팀(☎392-3054)으로 문의하시면 성실하게 답변 드리겠습니다. 끝.
",2022-11-16,공동주택과
