제목,저자,날짜,url,내용
"경산 경일신협, 금락지역아동센터와 `신협 어부바 멘토링` 사업 운영",경북신문,2023-06-05,http://www.kbsm.net/news/view.php?idx=393911,"경산 경일신협(이사장 김정혁)은 금락지역아동센터에서 아동·청소년의 경제교육 및 관계 형성 등 건강한 협동심과 문화 기회를 향유하기 위한 ‘2023년 신협 어부바 멘토링’ 발대식을 개최했다고 6일 밝혔다. 신협 어부바 멘토링 사업은 신협사회공헌재단이 주최하고 한국사회복지협의회에서 주관하는 사업으로, 29명의 아동을 위해 1년간 다양한 프로그램을 구성해 진행할 예정이다. 김정혁 이사장은 “신협 어부바 멘토링 사업은 아동·청소년들에게 올바른 경제 관념과 협동의 가치를 전파하는 의미있는 프로그램으로, 앞으로 미래 세대의 건강한 성장을 위한 다양한 사회공헌사업을 적극적으로 펼칠 것”이라고 밝혔다.김정기 하양읍장은 “지속적인 나눔과 복지를 실천하고 있는 경일신협에 감사의 뜻을 전하며, 앞으로 지역사회발전과 상생을 위한 더 많은 활동을 기대한다”고 전했다."
"경산시, 농산물 수출 촉진을 위한 생산 현장 간담회 개최",경북신문,2023-06-05,http://www.kbsm.net/news/view.php?idx=393907,"경산시는 지난 1일 압량읍 해오름 작목반(회장 손경호)과 여천동 루비에스 작목반(회장 김상도)을 찾아 지역 농산물 수출 촉진을 위한 간담회를 가졌다.이희수 농업기술센터소장, 김병우 경북통상 글로벌수출본부 해외영업팀장, 손경호 해오름 작목반 회장, 김상도 루비에스 작목반 회장 등이 참석한 가운데 이번 간담회를 통해 복숭아, 루비에스의 수출시장 진출을 위한 관련 사항을 설명하고 농산물 수출에 대한 작목반원들의 의견을 수렴했다.이희수 농업기술센터소장은 “농가 소득증대를 위해서는 농산물 수출을 통한 판로개척이 필요하다”면서 “앞으로도 농산물 수출 관련 농가 현장 의견을 청취하고 반영해가는 등 경산시 농산물 수출 확대를 위해 노력할 것이니 생산 단체도 수출시장에 관심을 가지고 과감하게 진출해 향후 수출 전문단지로까지 성장해주시길 바란다”고 말했다."
"경산교육지원청, 등굣길 흡연예방 및 금연실천 캠페인 실시",경북신문,2023-06-05,http://www.kbsm.net/news/view.php?idx=393906,"경산교육지원청은 2023년 학교흡연예방 및 금연실천 사업의 일환으로, 지난 2일 경산중학교 전교생을 대상으로 ‘등굣길 흡연예방 및 금연실천 캠페인’을 실시했다. 이날 캠페인은 2023년 세계 금연의 날을 기념해 경산교육지원청 교육장 및 경산중학교 학생·교직원 30여명이 참여해‘지금 우리학교는 #노담:NO담배’라는 슬로건으로 등교하는 학생들에게 리플릿 및 홍보물을 배부해 흡연의 폐해, 금연의 필요성을 홍보했다. 이양균 교육장은 “신종담배(액상형 전자담배)출현으로 학생들이 흡연 상황에 쉽게 노출되어 있는데 청소년기의 흡연은 성인이 되어서도 니코틴 성분에 중독되어 끊기가 어려워지며, 체계적인 예방 교육을 통해 학생들이 건강하게 성장할 수 있도록 경산교육지원청에서 최선을 다하겠다”고 밝혔다."
"경산시 와촌면 이장협의회, 마을활동지킴이 활동 실시",경북신문,2023-06-05,http://www.kbsm.net/news/view.php?idx=393900,경산시 와촌면 이장협의회회원 20여 명은 지난 2일 덕촌1리 일원에서 클린데이 활동을 실시했다.이날 와촌면 마을환경지킴이는 길가에 불법 투기된 쓰레기를 수거하고 생활 쓰레기 분리배출 요령을 홍보했다. 도유환 이장협의회 회장은 “이번 클린데이 활동으로 마을 환경개선에 앞장설 수 있어 뿌듯하다. 이웃 주민들에게 적극적인 생활폐기물 분리배출 요령을 홍보해 살기 좋은 와촌면을 만드는 데 최선을 다하겠다”고 말했다.
[동정] 박순득 경산시의회 의장,경북신문,2023-06-05,http://www.kbsm.net/news/view.php?idx=393899,박순득 경산시의회 의장은 7일 오전 11시 본회의장에서 ‘제247회 경산시의회 정례회 제1차 본회의’를 주재한다.
[동정] 조현일 경산시장,경북신문,2023-06-05,http://www.kbsm.net/news/view.php?idx=393898,"조현일 경산시장은 7일 오전 11시 경산시의회 정례회 제1차 본회의 참석, 오후 4시 경산문화관광재단 설립 기본계획 수립 연구용역 최종보고회에 참석한다."
"경산시, 2023 경북살이 청년실험실 발대식 개최",경북신문,2023-06-04,http://www.kbsm.net/news/view.php?idx=393793,"경산시는 지난 1일 경산역 옆(구.청년들의 부엌)에서 경북살이 청년실험실 발대식을 갖고, 경산시 청년실험실로 선정된 ‘와이낫츠 협동조합’이 본격적인 활동에 들어간다고 밝혔다.‘와이낫츠 협동조합(조합장 최송애)’은 2022년 사업 종료된 경산역 인근 ‘청년들의 부엌’을 활용해 지역 프리랜서 디자이너들의 공유 오피스, 전시공간 등을 운영하고 일감 연계 생태계 조성을 통해 청년들을 지역에 정착시킬 계획이다. 이날 발대식은 경북도 청년정책과장, 시군 과장, 청년실험실 대표 등 30여 명이 참석해 청년 실험실 상징물(깃발) 전달 및 연대 구축 퍼포먼스, 우수사례 강의 및 토론 순으로 진행됐다.이 사업은 프리랜서 청년이 경북에 살아보며 지역활동·창업 가능성을 시험하고 경북크리에이터로 성장해 정착할 수 있는 환경을 조성하는 사업으로 올해 경북도에서 처음 시작한다. 사업 기간은 2023년에서 2024년까지 2년간으로 개소당 매년 3억 원씩 총 6억 원이 지원될 예정이다. 지난 4월 24일 경산시를 포함한 영주시, 성주군 3개소가 최종 선정됐다."
`제1회 경산시 반려동물 문화축제` 개최,경북신문,2023-06-04,http://www.kbsm.net/news/view.php?idx=393792,"경산시는 성숙한 반려동물 문화 정착과 반려인, 비반려인, 반려동물 모두가 함께 즐길 수 있는 ‘제1회 경산시 반려동물 문화축제’를 오는 10일 경산 남천 강변 잔디밭 일원에서 개최한다.이번 반려동물 문화축제는 경산시가 주최 및 주관하는 행사로 경산시의 동물정책을 홍보하고 생명 존중 문화를 확산하기 위해 처음으로 개최된다. 오후 1시 개막식을 시작으로 ▲반려인동반 사랑달리기 대회 ▲펫(Pet)션 콘테스트 ▲반려동물 건강검진센터 ▲반려동물 행동교정상담 ▲반려동물 한방재활관리 및 응급처치 등 다양한 참여 프로그램과 함께 반려인이라면 지켜야 할 공공장소 펫티켓(펫+에티켓) 홍보 캠페인도 진행한다.또 ▲삽살개 포토존 및 액자 만들기 ▲리드줄 만들기 ▲초상화 그리기 체험 ▲반려동물 미용 및 위생관리 등 다채로운 교감 활동 부스도 함께 운영해 시민들에게 성숙한 반려동물 문화 정착과 반려 생활에 필요한 다양한 지식과 정보도 제공할 예정이다.조현일 경산시장은 “반려동물 인구가 증가하면서 동물복지에 대한 시민들의 관심이 높아지고 있는 만큼, 이번 반려동물 문화축제를 통해 반려인과 비반려인 모두에게 성숙한 반려동물 문화 정착을 돕는 계기가 되길 바란다""며 ""첫 발걸음인 만큼 많은 시민이 참여해 반려동물과 즐겁고 행복한 시간을 보내시면 좋겠다”고 말했다."
"대구가톨릭대 외식·조리학과 학생들, 서울국제푸드그랑프리 경연대회 수상",경북신문,2023-06-04,http://www.kbsm.net/news/view.php?idx=393791,"대구가톨릭대 외식·조리학과 학생들이 최근 한국농수산식품유통공사 aT센터에서 (사)세계음식문화연구원, (사)한국푸드코디네이터협회 주최하는 제20회 서울국제푸드앤테이블웨어박람회 `서울국제푸드그랑프리` 경연대회에서 대상과 금상을 받았다. 4학년 윤민 외 7명의 학생들은 경상도, 강원도, 전라도, 충청도 지역 특산물을 활용한 100여 종의 음식을 출품해 한식 단체전시부문 대상(농림축산식품부장관상)의 영예를 안았다. 각 지역 대표음식인 막창, 옹심이, 비빔밥, 연잎밥 등 특징을 잘 살려 전시한 점이 좋은 평가를 받았다. 3학년 남중현 외 4명의 학생들은 한반도를 형상화한 작품으로 칵테일 단체전시부문 금상(서울시장상)을 받았다. 테이블에 칵테일과 무궁화, 과일 등을 배치하여 한반도를 표현하고, 제주도에 태극기를 그려 넣은 점이 좋은 평가를 받았다. 윤민 학생은 “평소 학과 실습으로 다양한 요리를 전시하고 연구한 것이 도움이 됐다. 앞으로도 우리나라의 대표 음식 개발을 위해 노력하겠다”고 말했다.(사)세계음식문화연구원, (사)한국푸드코디네이트협회가 주최하는 이 대회는 해외 및 전국 조리 관련 대학, 호텔, 외식업체 등 다양한 분야에서 참가하는 요리경진대회다."
"경산시 종합무역사절단, 동남아시아 시장 공략 대성공",경북신문,2023-06-04,http://www.kbsm.net/news/view.php?idx=393789,"경산시는 지난 5월 28부터 6월 3일까지 인도네시아(자카르타)와 베트남(호치민)에서 가진 수출상담회에서 총 127건, 5500만 달러 규모의 수출 상담실적과 현장 계약 체결 19건, 1200만 달러의 성과를 달성했다고 4일 밝혔다. 이번 종합무역사절단은 조현일 경산시장을 단장으로 ㈜기남금속, ㈜이화에스알씨, ㈜삼화기계, 국제단조, 동우브레이크, 가람오브네이처, 울릉허브, 코리아비앤씨, ㈜네이처보타닉스, 메디웨이코리아, 에이아이트론㈜ 등 총 11개 업체가 참여했다. 인도네시아에서는 참여기업들과 함께 경북도 자카르타 사무소를 방문해 재인도네시아 한인회장 및 재인도네시아 한인상공회의소 자문위원과 간담회를 갖고 현지 시장 진출 방안 모색과 경제교류 협력 등에 대한 활발한 논의가 이루어졌으며, 지역기업인 ㈜삼화기계와 ㈜세명기업의 계열사 제일연마공업㈜의 현지 공장이 위치한 자카르타 근교 찌까랑을 방문해 생산시설을 견학하고 직원들을 격려했다.베트남에서는 수출관련 유관기관인 경상북도 호치민 사무소와 KOTRA 호치민 무역관을 찾아 현지동향을 청취하고 세계한인무역협회 호치민 지회장 등 관계자를 만나 지역기업의 수출 증대를 위해 네트워크를 강화해 나갈 것을 약속했다. 또한, 동남아 최대 소비재 박람회인 ‘2023 베트남 프리미엄 소비재전’을 참관하여 참가기업에 아세안 소비재 시장의 동향을 체감하고 현지 수요 정보를 파악하는 기회를 제공했다.조현일 경산시장은 ""경산기업의 세일즈맨으로서 이번 수출상담회에서 체결된 MOU에 대한 지속적인 사후관리를 통해 참가기업을 지원할 계획이며, 수출기업의 애로사항 해소를 위한 다양한 지원책 마련의 필요성을 체감하고 향후 수출지원사업을 더욱 확대해 나가겠다”고 밝혔다.한편, 지난달 23일부터 27일까지 태국 방콕에서 열린 ‘방콕식품박람회(THAIFEX 2023)’에 지역 식품 제조기업 6개 사가 참가해 높은 관심과 호응 속에 총 150건, 79만 달러 규모의 상담실적을 이뤄냈다."
"경산시, KBS 전국노래자랑·경산자인단오제 안전관리실무위원회 개최",경북신문,2023-06-04,http://www.kbsm.net/news/view.php?idx=393785,"경산시는 지난 2일 시청 대회의실에서 ‘KBS 전국노래자랑’과 ‘2023 경산자인단오제’안전관리계획안 심의를 위한 안전관리실무위원회를 개최했다. 안전관리실무위원회는 지역축제·행사 개최 전 ▲행사장 안전관리계획 ▲인명사고 발생 시 신속한 대응과 교통 대책 ▲폭발 및 화재 등 비상 상황 발생 시 유관기관 대응체계 등 행사 전반에 대한 안전관리계획을 심의한다.대규모 인파 및 화재 사고 등에 대비해 행사 하루 전 행사주관관계자 및 소방, 경찰, 가스, 전기 등 안전 분야 전문가가 합동으로 행사장 안전을 점검할 계획이다.오는 17일 영남대 천연잔디 축구장에서 개최되는 ‘KBS 전국노래자랑(경산시편)’은 2017년 남천강변에서 개최한 후 6년 만에 열려 예심을 거친 15팀이 본선에 올라 끼와 실력을 발휘할 예정이다.곧이어 22일부터 24일까지 3일간 개최되는 ‘2023 경산자인단오제’는 고을의 수호신인 한 장군에게 행하는 유교식 제례로 한묘제를 올리고 자인단오 굿, 호장장군 행렬, 여원무, 팔광대, 자인계정들소리, 씨름, 그네 등 각종 민속연희를 행하는 방대한 형태의 고을 굿으로 경산의 대표적인 지역축제다.이강학 부시장은 “지역축제에 많은 시민이 참여할 것으로 예상되는 만큼 시민 모두가 즐거운 마음으로 참여할 수 있도록, 사전 행사장 안전관리, 교통혼잡에 대한 대책, 위기 상황에 대비한 안전교육을 철저히 해 단 한 건의 안전사고도 일어나지 않는 안전한 축제로 추진해 줄 것”을 당부했다."
"한국자유총연맹 남천면위원회, 호국보훈 감사꾸러미 기탁",경북신문,2023-06-04,http://www.kbsm.net/news/view.php?idx=393784,"한국자유총연맹 경산시지회 남천면위원회(위원장 이정엽)는 지난 2일 남천면에 거주하는 국가유공자 32가구에 전해줄 ‘호국보훈 감사꾸러미’를 기탁했다. 호국보훈의 달을 맞이해 국가유공자에 대한 감사의 마음을 전하기 위해 추진된 이번 나눔 행사를 위해 남천면위원회는 식료품 세트(쌀 10kg, 김 세트, 영양제, 사과즙) 350만원 상당을 준비했다.이정엽 위원장은 “호국보훈의 달을 맞이해 국가유공자들의 공헌과 희생에 감사드리고 우리 곁에 계신 영웅들을 잊지 않는 마음으로 작은 선물을 준비했다. 앞으로도 지역사회 속에서 자유민주주의 수호와 발전을 위해 꾸준히 활동하겠다”고 행사의 의미를 전했다.김영옥 남천면장은 “호국보훈의 달을 맞이해 남천지역에 거주하는 국가유공자 가정을 위해 선물꾸러미를 준비해주신 한국자유총연맹 남천면 위원회에 감사드리며 전달해준 선물은 각 가정에 소중한 마음을 담아 잘 전달하겠다”고 말했다."
"군위읍, 봄철 농촌일손돕기 실시",경북신문,2023-06-07,http://www.kbsm.net/news/view.php?idx=394138,군위군 군위읍 행정복지센터는 지난 5일 본격적인 가을철 농작물 수확철을 맞아 일손 부족으로 어려움을 겪고 있는 농가를 돕는 농촌일손돕기를 실시했다. 이날 군위읍 직원 20여 명이 참석해 광현리에 위치한 8560㎡ 면적의 마늘밭에서 마늘종 제거작업을 도우며 구슬땀을 흘렸다. 도움을 받은 농가는 “올해 배우자가 부상 당해 작업이 힘들어 일손이 부족했는데 이렇게 직원들이 일손을 도와줘서 큰 도움이 됐다”며 고마움을 표시했다. 장판철 읍장은 “부족한 인력을 지원하여 농민에게 도움이 되어 기쁘다”며 “앞으로도 농민들에게 지속적인 관심과 다각적 행정지원방안을 모색하겠다”고 했다.
"군위군, 지방세 징수 실적 우수읍면 표창",경북신문,2023-06-06,http://www.kbsm.net/news/view.php?idx=394013,"군위군은 지난 1일 군청 대회의실에서 전 직원이 참석한 가운데 개최된 6월 직원 정례조회를 통해 ‘2022년도 지방세 징수실적’ 우수읍면에 대한 표창을 실시했다. 이번에 선정된 부서 중 최우수상의 영예는 우보면이 차지했으며 우수상은 삼국유사면, 도약상에 군위읍, 장려상에 의흥면이 각각 수상했다. 이들 부서에는 기관표창과 더불어 포상금으로 최우수 200만원과 우수 150만원, 도약 100만원, 장려 50만원씩 각각 지급됐다. 읍면 지방세 징수실적 평가는 매년 실시해 오고 있으며 읍면간 선의의 경쟁을 유발하고 체납세 일소에 많은 성과를 이루고 있다. 관련 증빙자료에 근거해 지난달 9일부터 23일까지 서면평가와 함께 현지실사 확인을 병행하여 공정하고 엄정한 평가를 통해 지방세 징수율 50점, 세수확충 실적 20점, 징수노력도 30점 합계 100점 만점 기준으로 평가한 후 고득점 순으로 수상 읍면을 선정했다."
"군위군, 법원 재판 관할구역 ‘현행 유지’",경북신문,2023-06-04,http://www.kbsm.net/news/view.php?idx=393859,"군위군은 지난 2일 대구광역시 편입과 관련해 법원 관할구역이 현행 그대로 유지된다고 밝혔다. 지금까지 군위군 관할법원은 대구지방법원 의성지원이었는데 대구광역시에 편입되더라도 앞으로도 대구지방법원 의성지원 관할이라는 설명이다. 지난 17일 대법원에서 공포된 `군위군의 대구광역시 편입에 따른 법원 관할구역 변경에 관한 규칙`을 살펴보면 군위군의 재판관할은 현행대로 대구지방법원 의성지원으로 하고, 행정구역의 시·도명을 ‘경상북도’에서 ‘대구광역시’로 단순 명칭 변경한다는 내용을 담고 있다. 지금 군은 대구광역시 편입으로 인한 주민들의 혜택을 극대화하고 피해는 최소화하는 데 힘쓰고 있다. 법원 관할구역도 마찬가지로 주민들에게 가장 좋은 방안이 무엇인가에 대해 고심하고, 최선의 방안을 찾기 위해 군의회, 변호사, 군위등기소, 법무사회 등 다양한 계층의 의견을 종합해 최종적으로 법원의 접근성, 재판의 신속성 등의 이점을 감안해 ‘현행유지’라는 의견을 대법원에 보낸 바 있다. 김진열 군수는 “군위군의 행정구역 관할이 경북도에서 대구시로 변경되었지만, 법원 관할은 현행대로라는 점에 대해서 다양하고 지속적으로 홍보해 주민들의 혼란을 최소화 하겠다”라고 전했다."
"군위읍, 홀몸 어르신 생신상 차려드려",경북신문,2023-06-01,http://www.kbsm.net/news/view.php?idx=393581,"군위군 군위읍은 찾아가는 보건복지팀과 지역사회보장협의체(공동위원장 장판철, 박종윤)는 지난달 30일 홀로 거주하는 어르신을 찾아뵙고 생신상을 차려드렸다. 이 사업은 작년부터 민관협력활성화 사업의 일환으로 주민들의 큰 호응을 받으면서 올해도 계속 이어오고 있다. 생일날 홀로 계시는 어르신들을 방문해 안부을 묻고 생일을 함께 함으로써 따뜻한 이웃의 정을 나누고 있다. 이날 생일상에는 읍 협의체 위원들이 정성스레 준비한 미역국과 반찬이 상에 놓였고 후원업체인 뚜레쥬르, 민속떡집에서 케이크와 떡을 꾸준히 지원함으로써 풍성한 생일상이 마련됐다. 장판철 군위읍장은 ""직접 찾아뵙고 생일을 함께 함으로써 소외된 이웃분들에게 한발 한발 다가가는 소중한 기회가 되고 있다”며 “더 많은 이웃과 함께하는 ‘다 함께 행복한 군위읍’을 만들어 나가겠다”고 밝혔다."
"김근탁 (주)보현 대표, 군위군에 백미 20포 기탁",경북신문,2023-05-31,http://www.kbsm.net/news/view.php?idx=393457,지난 31일 주식회사 보현 김근탁 대표가 군위군청을 찾아 도움이 필요한 이웃들을 위한 나눔을 실천하고 싶다며 백미(20㎏) 20포를 기탁했다. 기탁한 물품은 독거노인을 비롯한 저소득층 가정 등에 전달될 예정이다. 김근탁 대표는 “저희가 나누어 드리는 백미가 관내 저소득층에게 조금이나마 보탬이 되어 늘 건강하고 풍요로울 수 있길 바란다”며 “앞으로도 지역사회를 위해 나눔을 실천할 수 있도록 적극 노력하겠다”고 말했다. 김진열 군위군수는 “어려운 상황에서도 이웃사랑 나눔을 실천해주신 주식회사 보현에 진심으로 감사드린다” 며 “기탁된 물품은 도움이 필요한 이웃들에게 잘 전달하겠다”고 말했다.
"군위군 삼국유사면, 봄철 농촌일손돕기 나서",경북신문,2023-05-30,http://www.kbsm.net/news/view.php?idx=393279,"군위군 삼국유사면 직원들은 지난 26일 고령화로 인해 일손이 필요한 삼국유사면 양지리에 있는 사과 농가에 방문해 농촌일손돕기를 지원했다. 이날 일손 돕기에는 직원 14명이 참여했으며, 2887㎡에 이르는 사과밭에서 적과 작업을 실시했다. 지원을 받은 농가는 “최근 일손이 부족하여 걱정이 많았는데 큰 도움을 준 직원들에게 감사하다”라고 전했다. 구혜영 삼국유사면장은 “본격적인 영농철에 일손 확보에 어려움을 겪는 농가에 조금이나마 도움이 될 수 있어 보람된 시간이었다”라고 했다."
"군위군, 경북대 글로벌 캠퍼스 조성사업 용역 보고회 열어",경북신문,2023-05-29,http://www.kbsm.net/news/view.php?idx=393162,"군위군은 지난 25일 군청 제2회의실에서 ‘경북대학교 글로벌 캠퍼스 조성사업 기본계획 수립 용역’ 보고회를 열었다. 이번 용역은 민선8기 군수 공약사항인 경북대학교 글로벌 캠퍼스 조성 사업에 착수하기 위한 로드맵을 수립하기 위해 마련됐다. 보고회는 김진열 군위군수, 이상현 군위부군수, 박수현 군위군의회 의장 및 실과단소장들이 참석했고 경북대에서는 김영하 전 대외협력처장, 이정동 친환경농업 교육연구센터장, 하유신 농업생명과학대학 부학장, 정해용 산학교수, 배지혁 산학교수, 홍동혁 연구교수가 참석했다. 이 자리에서 군위군과 경북대학교 산학협력단은 빅데이터, AI 등 최신 기술을 접목한 디지털 농업으로의 변화 속에서 군위군과 경북대학교의 상생 발전을 위해 효령면 일대에 경북대학교 글로벌 농업 캠퍼스를 조성하기로 했다. 또 기업지원센터, 수출지원센터, 창업지원센터, 농업데이터센터 등 첨단시설을 유치하기 위해 사업의 대내외적 환경 및 사례분석, 타당성 검토에 대해 논의했다.한편, 지난해 8월 31일 군위군과 경북대학교는 상생·협력에 관한 업무협약(MOU)를 체결하고 군위군의 대구광역시 편입, 통합 신공항 건설 등 대외적인 변화에 적극 대응하기 위해 함께 발맞추어 나아가고 있다."
"군위군-경북도농업기술원, 디지털 농업 촉진 `맞손`",경북신문,2023-05-23,http://www.kbsm.net/news/view.php?idx=392576,"군위군은 지난 19일 군청 제2회의실에서 경북도농업기술원과 농업신기술에 관한 연구와 기술정보의 공유로 경쟁력 있는 디지털 농업을 촉진하기 위해 상호협력 업무협약을 체결했다. 이번 업무협약 체결식에는 김진열 군위군수와 조영숙 경상북도농업기술원장 등 양측 관계자들이 참석했다. 이날 체결한 업무협약서에는 ▲농업신기술 및 신품종 상호지원 ▲농업신기술 보급을 위한 직원 역량강화교육 및 상호 정보교류 지원 ▲농업인·공무원 체험 견학 등 현장교육 및 도농 교류 지원 ▲농업환경개선을 위한 상호 농업데이터 제공, 기타 양 기관의 농업과 농촌발전을 위해 필요한 사항 등 상호 농업발전을 위한 협조체제를 구축해 나가자는 내용을 담고 있다. 조영숙 경북농업기술원장은 “양기관의 업무협약으로 농업기술원에서 개발한 연구결과와 기술정보를 공유하고 긴밀한 협조체제를 구축하자”고 말했다. 김진열 군수는 “함께 지역농업발전을 위해 최선을 다하겠다”고 화답했다."
"최동오 ㈜천우산업 대표, 군위군 고향사랑기부제 동참",경북신문,2023-05-23,http://www.kbsm.net/news/view.php?idx=392575,"군위군에 고향사랑 기부 행렬이 이어지고 있다. 지난 22일 최동오 대표(주식회사 천우산업)가 군위군청을 방문해 500만원을 기탁하며 고향사랑기부제에 동참했다. 최동오 대표는 의흥면 출신으로 ""군위군의 발전에 기여할 수 있음에 감사하며 고향사랑기부제를 통해 군위사랑을 전하고 싶다”고 했다. 최동오 대표는 월남전 참전 국가유공자로 2015년에 군위군 교육발전기금 500만 원, 2017년부터 2021년까지 이웃돕기 성금을 매년 100만 원씩 기탁한 바 있다. 고향사랑기부제는 인구 감소 등으로 지방재정 확보에 어려움을 겪는 군위군을 도울 수 있는 제도로 해당 기부금은 기금으로 적립되어 향후 군위군의 사회적 취약계층 지원 및 주민의 복리 증진에 필요한 사업에 운용된다. 김진열 군위군수는 “군위군 발전을 위한 고향사랑기부제에 따뜻한 손길을 더해주신 최동오 대표에 진심으로 감사드린다”고 말했다."
"군위군, 구제역 유입 방지 긴급소독 나서",경북신문,2023-05-22,http://www.kbsm.net/news/view.php?idx=392439,"군위군은 지난 10일 이후 충북지역에서 지속적으로 발생하고 있는 구제역 바이러스의 군위군 유입을 차단하기 위해 방역에 힘쓰고 있다고 22일 밝혔다. 군에 따르면, 주요 진출입로에 일제 소독을 실시했으며, 공동방제단과 군 방역차량 등 가용자원을 총동원해 최초 발생 후 매일 축산농가 밀집지역 및 주민 행사장소 등을 위주로 긴급소독을 실시하고 있다.또한, 지난 16일 발령된 농식품부의 전국 우제류 가축에 대한 구제역 긴급백신 접종명령에 따라 접종대상 9만9705마리(소, 돼지, 염소, 사슴)에 대한 구제역 백신 추가 접종을 모두 완료했다.이번 긴급 추가접종을 통해 가축 개체별 방어 능력을 높이고, 지속적인 일제소독으로 혹시 모를 외부의 오염 전염병 원인체를 제거함으로써 농장 안팎으로 방역을 강화할 계획이다. 현재까지 구제역 청정지역을 유지하고 있는 군위군은 백신 미접종 및 소독 미실시로 인한 구제역 발생농가에 살처분 보상금 삭감 및 과태료 부과 등의 재정적 불이익을 줄 방침이다."
"군위군 보건소, 봄철 농촌 일손돕기 지원",경북신문,2023-05-21,http://www.kbsm.net/news/view.php?idx=392331,"군위군 보건소 직원들은 지난 18일 군위읍 용대리에 위치한 자두 재배 농가(장재호 농가)를 찾아 농촌일손돕기를 했다. 이번 일손 돕기는 농촌인력 감소로 일손 부족 문제를 겪고 있는 농가에 도움이 되고자 마련되었으며 김병균 소장을 비롯한 25명의 보건소 직원들은 올해 농가의 자두 농사를 위한 적과 작업을 도우며 조금이나마 보탬이 되고자 모두들 한마음 한뜻으로 열심히 일손돕기에 임하였다. 일손 돕기 지원을 받은 농가는 “하루빨리 작업을 마무리 해야해서 걱정이 많았었는데 보건소 직원들이 바쁜 와중에도 이렇게 찾아와 도와주셔서 아주 큰 도움이 되었다”고 말했다. 김병균 소장은 “그동안 코로나19 영향으로 많은 농가들이 일손 부족 문제를 겪고 있어 참 안타까웠는데 이번 농촌 일손돕기를 통해 이렇게나마 보건소에서 도움을 드릴 수 있어서 기쁘다”며, “앞으로도 어려운 상황에 처한 농가에 많은 도움을 드릴 수 있도록 노력하겠다”고 밝혔다."
"군위 양산서원, 경북선비아카데미 운영",경북신문,2023-05-18,http://www.kbsm.net/news/view.php?idx=392109,"군위군 부계면 소재 양산서원은 이달 19일부터 7월 21일까지 매주 금요일 경북선비아카데미 교양과정을 운영한다. 경북선비아카데미는 한국 정신문화의 근간이 된 경북의 선비사상을 현대적으로 계승·발전시켜 건전한 가치관과 정신문화 확립 및 경북의 유교사상을 21세기 새로운 시대정신으로 재조명하고자 하는 사업이다. 이번 아카데미는 선비정신과 관련된 내용으로 일반인 대상 강의 10회와 초·중학생 대상 현장 견학 4회로 진행되며, 특히 초·중학생들의 인성 함양에 좋은 기회가 제공될 것으로 기대된다."
"군위군, 지방소멸대응 위한 투자사업 발굴 위한 회의 가져",경북신문,2023-05-18,http://www.kbsm.net/news/view.php?idx=392102,"군위군은 지난 16일 군청 부군수실에서 2024년 지방소멸대응기금 투자계획 수립 행정협의체 회의를 개최했다. 군은 지난 2월에 2024년 지방소멸대응기금 투자사업 발굴을 위한 연구용역을 시작으로 지역 여건 분석과 주민설문조사, 귀농귀촌인 및 청년층 의견 수렴 과정 등을 통해 현재 투자사업을 수립 중이다. 정주여건 분야, 생활인구 분야, 의료·복지 분야, 일자리·경제·교육 분야 등 분야별 사업부서장들로 구성된 행정협의체(위원장 부군수)는 사업안건에 대해 실무적 입장에서 사업 검토를 완료했다. 향후 인구정책위원회와 최종보고회를 거쳐 2024년 지방소멸대응기금 투자사업을 결정할 예정이다. 행정협의체 위원장 이상현 군위 부군수는 ""오는 7월 대구광역시 편입을 앞두고 있으며 그에 따라 대도시 근교 전원도시로서의 가치를 더욱 높일 수 있는 다양한 정책사업들을 발굴해 소멸대응기금의 목적에 맞게 소멸위험지역에서 활력 넘치는 지역으로 변화될 수 있도록 함께 노력해주기 바란다""고 당부했다. 한편, 지방소멸대응기금은 지방자치단체 기금관리기본법에 근거해 행안부가 인구감소로 소멸 위기에 놓인 지자체를 지원하기 위해 신설한 특수 목적 자금으로 연 1조 원씩 10년간 지자체에 차등 지급하는 기금이다."
